Item,Year,Month,Index
White Sugar,2011,January,0.652
White Sugar,2011,Febuary,0.66
White Sugar,2011,March,0.664
White Sugar,2011,April,0.664
White Sugar,2011,May,0.675
White Sugar,2011,June,0.684
White Sugar,2011,July,0.689
White Sugar,2011,August,0.701
White Sugar,2011,September,0.702
White Sugar,2011,October,0.704
White Sugar,2011,November,0.698
White Sugar,2011,December,0.703
White Sugar,2012,January,0.717
White Sugar,2012,Febuary,0.714
White Sugar,2012,March,0.711
White Sugar,2012,April,0.704
White Sugar,2012,May,0.696
White Sugar,2012,June,0.684
White Sugar,2012,July,0.692
White Sugar,2012,August,0.685
White Sugar,2012,September,0.685
White Sugar,2012,October,0.68
White Sugar,2012,November,0.679
White Sugar,2012,December,0.682
White Sugar,2013,January,0.683
White Sugar,2013,Febuary,0.668
White Sugar,2013,March,0.65
White Sugar,2013,April,0.656
White Sugar,2013,May,0.664
White Sugar,2013,June,0.644
White Sugar,2013,July,0.641
White Sugar,2013,August,0.644
White Sugar,2013,September,0.633
White Sugar,2013,October,0.628
White Sugar,2013,November,0.615
White Sugar,2013,December,0.592
White Sugar,2014,January,0.628
White Sugar,2014,Febuary,0.615
White Sugar,2014,March,0.604
White Sugar,2014,April,0.599
White Sugar,2014,May,0.607
White Sugar,2014,June,0.61
White Sugar,2014,July,0.596
White Sugar,2014,August,0.599
White Sugar,2014,September,0.608
White Sugar,2014,October,0.616
White Sugar,2014,November,0.612
White Sugar,2014,December,0.614
White Sugar,2015,January,0.644
White Sugar,2015,Febuary,0.659
White Sugar,2015,March,0.66
White Sugar,2015,April,0.663
White Sugar,2015,May,0.66
White Sugar,2015,June,0.646
White Sugar,2015,July,0.656
White Sugar,2015,August,0.654
White Sugar,2015,September,0.656
White Sugar,2015,October,0.662
White Sugar,2015,November,0.641
White Sugar,2015,December,0.642
White Sugar,2016,January,0.662
White Sugar,2016,Febuary,0.648
White Sugar,2016,March,0.632
White Sugar,2016,April,0.655
White Sugar,2016,May,0.651
White Sugar,2016,June,0.641
White Sugar,2016,July,0.646
White Sugar,2016,August,0.653
White Sugar,2016,September,0.653
White Sugar,2016,October,0.63
White Sugar,2016,November,0.618
White Sugar,2016,December,0.614
White Sugar,2017,January,0.632
White Sugar,2017,Febuary,0.637
White Sugar,2017,March,0.631
White Sugar,2017,April,0.628
White Sugar,2017,May,0.647
White Sugar,2017,June,0.659
White Sugar,2017,July,0.659
White Sugar,2017,August,0.658
White Sugar,2017,September,0.67
White Sugar,2017,October,0.664
White Sugar,2017,November,0.64
White Sugar,2017,December,0.646
White Sugar,2018,January,0.623
White Sugar,2018,Febuary,0.622
White Sugar,2018,March,0.612
White Sugar,2018,April,0.617
White Sugar,2018,May,0.628
White Sugar,2018,June,0.629
White Sugar,2018,July,0.63
White Sugar,2018,August,0.628
White Sugar,2018,September,0.629
White Sugar,2018,October,0.602
White Sugar,2018,November,0.602
White Sugar,2018,December,0.573
White Sugar,2019,January,0.595
White Sugar,2019,Febuary,0.592
White Sugar,2019,March,0.596
White Sugar,2019,April,0.591
White Sugar,2019,May,0.58
White Sugar,2019,June,0.586
White Sugar,2019,July,0.589
White Sugar,2019,August,0.589
White Sugar,2019,September,0.596
White Sugar,2019,October,0.589
White Sugar,2019,November,0.589
White Sugar,2019,December,0.589
White Sugar,2020,January,0.603
White Sugar,2020,Febuary,0.612
White Sugar,2020,March,0.621
White Sugar,2020,April,0.64
White Sugar,2020,May,0.647
White Sugar,2020,June,0.626
White Sugar,2020,July,0.627
White Sugar,2020,August,0.629
White Sugar,2020,September,0.63
White Sugar,2020,October,0.634
White Sugar,2020,November,0.66
White Sugar,2020,December,0.674
White Sugar,2021,January,0.682
White Sugar,2021,Febuary,0.68
White Sugar,2021,March,0.675
White Sugar,2021,April,0.675
White Sugar,2021,May,0.675
White Sugar,2021,June,0.675
White Sugar,2021,July,0.686
White Sugar,2021,August,0.681
White Sugar,2021,September,0.688
White Sugar,2021,October,0.713
White Sugar,2021,November,0.687
White Sugar,2021,December,0.691
White Sugar,2022,January,0.706
White Sugar,2022,Febuary,0.718
White Sugar,2022,March,0.739
White Sugar,2022,April,0.74
White Sugar,2022,May,0.745
White Sugar,2022,June,0.765
White Sugar,2022,July,0.791
White Sugar,2022,August,0.821
White Sugar,2022,September,0.837
White Sugar,2022,October,0.846
White Sugar,2022,November,0.846
White Sugar,2022,December,0.844
White Sugar,2023,January,0.86
White Sugar,2023,Febuary,0.876
White Sugar,2023,March,0.88
White Sugar,2023,April,0.893
White Sugar,2023,May,0.899
White Sugar,2023,June,0.918
White Sugar,2023,July,0.932
White Sugar,2023,August,0.95
White Sugar,2023,September,0.971
White Sugar,2023,October,0.963
White Sugar,2023,November,0.958
White Sugar,2023,December,0.956
White Sugar,2024,January,0.975
White Sugar,2024,Febuary,0.984
White Sugar,2024,March,0.984
White Sugar,2024,April,1.006
White Sugar,2024,May,1.001
White Sugar,2024,June,1.004
White Sugar,2024,July,1.004
White Sugar,2024,August,1.004
White Sugar,2024,September,1.007
White Sugar,2024,October,1.003
White Sugar,2024,November,None
White Sugar,2024,December,None
Potato Chips,2005,January,3.256
Potato Chips,2005,Febuary,3.315
Potato Chips,2005,March,3.224
Potato Chips,2005,April,3.456
Potato Chips,2005,May,3.377
Potato Chips,2005,June,3.519
Potato Chips,2005,July,3.364
Potato Chips,2005,August,3.363
Potato Chips,2005,September,3.302
Potato Chips,2005,October,3.367
Potato Chips,2005,November,3.412
Potato Chips,2005,December,3.459
Potato Chips,2006,January,3.426
Potato Chips,2006,Febuary,3.37
Potato Chips,2006,March,3.517
Potato Chips,2006,April,3.457
Potato Chips,2006,May,3.604
Potato Chips,2006,June,3.369
Potato Chips,2006,July,3.467
Potato Chips,2006,August,3.544
Potato Chips,2006,September,3.533
Potato Chips,2006,October,3.494
Potato Chips,2006,November,3.399
Potato Chips,2006,December,3.409
Potato Chips,2007,January,3.359
Potato Chips,2007,Febuary,3.424
Potato Chips,2007,March,3.485
Potato Chips,2007,April,3.482
Potato Chips,2007,May,3.511
Potato Chips,2007,June,3.473
Potato Chips,2007,July,3.512
Potato Chips,2007,August,3.608
Potato Chips,2007,September,3.558
Potato Chips,2007,October,3.637
Potato Chips,2007,November,3.667
Potato Chips,2007,December,3.646
Potato Chips,2008,January,3.53
Potato Chips,2008,Febuary,3.759
Potato Chips,2008,March,3.771
Potato Chips,2008,April,3.885
Potato Chips,2008,May,3.837
Potato Chips,2008,June,4.062
Potato Chips,2008,July,4.159
Potato Chips,2008,August,4.12
Potato Chips,2008,September,4.123
Potato Chips,2008,October,4.196
Potato Chips,2008,November,4.33
Potato Chips,2008,December,4.482
Potato Chips,2009,January,4.534
Potato Chips,2009,Febuary,4.611
Potato Chips,2009,March,4.55
Potato Chips,2009,April,4.683
Potato Chips,2009,May,4.438
Potato Chips,2009,June,4.557
Potato Chips,2009,July,4.566
Potato Chips,2009,August,4.554
Potato Chips,2009,September,4.627
Potato Chips,2009,October,4.533
Potato Chips,2009,November,4.528
Potato Chips,2009,December,4.653
Potato Chips,2010,January,4.651
Potato Chips,2010,Febuary,4.561
Potato Chips,2010,March,4.57
Potato Chips,2010,April,4.461
Potato Chips,2010,May,4.594
Potato Chips,2010,June,4.706
Potato Chips,2010,July,4.659
Potato Chips,2010,August,4.665
Potato Chips,2010,September,4.631
Potato Chips,2010,October,4.77
Potato Chips,2010,November,4.689
Potato Chips,2010,December,4.742
Potato Chips,2011,January,4.79
Potato Chips,2011,Febuary,4.724
Potato Chips,2011,March,4.837
Potato Chips,2011,April,4.85
Potato Chips,2011,May,4.944
Potato Chips,2011,June,5.038
Potato Chips,2011,July,5.052
Potato Chips,2011,August,5.185
Potato Chips,2011,September,5.036
Potato Chips,2011,October,5.111
Potato Chips,2011,November,5.015
Potato Chips,2011,December,5.032
Potato Chips,2012,January,4.995
Potato Chips,2012,Febuary,5.091
Potato Chips,2012,March,5.087
Potato Chips,2012,April,5.01
Potato Chips,2012,May,5.2
Potato Chips,2012,June,5.264
Potato Chips,2012,July,5.029
Potato Chips,2012,August,4.851
Potato Chips,2012,September,4.785
Potato Chips,2012,October,4.938
Potato Chips,2012,November,4.868
Potato Chips,2012,December,4.713
Potato Chips,2013,January,4.793
Potato Chips,2013,Febuary,4.878
Potato Chips,2013,March,4.97
Potato Chips,2013,April,4.811
Potato Chips,2013,May,4.51
Potato Chips,2013,June,4.507
Potato Chips,2013,July,4.688
Potato Chips,2013,August,4.577
Potato Chips,2013,September,4.528
Potato Chips,2013,October,4.576
Potato Chips,2013,November,4.601
Potato Chips,2013,December,4.536
Potato Chips,2014,January,4.411
Potato Chips,2014,Febuary,4.411
Potato Chips,2014,March,4.538
Potato Chips,2014,April,4.419
Potato Chips,2014,May,4.372
Potato Chips,2014,June,4.35
Potato Chips,2014,July,4.308
Potato Chips,2014,August,4.437
Potato Chips,2014,September,4.357
Potato Chips,2014,October,4.328
Potato Chips,2014,November,4.247
Potato Chips,2014,December,4.27
Potato Chips,2015,January,4.263
Potato Chips,2015,Febuary,4.298
Potato Chips,2015,March,4.4
Potato Chips,2015,April,4.412
Potato Chips,2015,May,4.427
Potato Chips,2015,June,4.442
Potato Chips,2015,July,4.48
Potato Chips,2015,August,4.411
Potato Chips,2015,September,4.504
Potato Chips,2015,October,4.355
Potato Chips,2015,November,4.49
Potato Chips,2015,December,4.413
Potato Chips,2016,January,4.444
Potato Chips,2016,Febuary,4.421
Potato Chips,2016,March,4.622
Potato Chips,2016,April,4.544
Potato Chips,2016,May,4.462
Potato Chips,2016,June,4.477
Potato Chips,2016,July,4.444
Potato Chips,2016,August,4.427
Potato Chips,2016,September,4.44
Potato Chips,2016,October,4.507
Potato Chips,2016,November,4.391
Potato Chips,2016,December,4.353
Potato Chips,2017,January,4.39
Potato Chips,2017,Febuary,4.334
Potato Chips,2017,March,4.365
Potato Chips,2017,April,4.369
Potato Chips,2017,May,4.439
Potato Chips,2017,June,4.428
Potato Chips,2017,July,4.391
Potato Chips,2017,August,4.37
Potato Chips,2017,September,4.389
Potato Chips,2017,October,4.48
Potato Chips,2017,November,4.521
Potato Chips,2017,December,4.431
Potato Chips,2018,January,4.386
Potato Chips,2018,Febuary,4.344
Potato Chips,2018,March,4.446
Potato Chips,2018,April,4.448
Potato Chips,2018,May,4.491
Potato Chips,2018,June,4.441
Potato Chips,2018,July,4.407
Potato Chips,2018,August,4.446
Potato Chips,2018,September,4.432
Potato Chips,2018,October,4.473
Potato Chips,2018,November,4.59
Potato Chips,2018,December,4.447
Potato Chips,2019,January,4.432
Potato Chips,2019,Febuary,4.503
Potato Chips,2019,March,4.587
Potato Chips,2019,April,4.508
Potato Chips,2019,May,4.407
Potato Chips,2019,June,4.452
Potato Chips,2019,July,4.377
Potato Chips,2019,August,4.382
Potato Chips,2019,September,4.561
Potato Chips,2019,October,4.389
Potato Chips,2019,November,4.692
Potato Chips,2019,December,4.532
Potato Chips,2020,January,4.494
Potato Chips,2020,Febuary,4.594
Potato Chips,2020,March,4.63
Potato Chips,2020,April,4.88
Potato Chips,2020,May,4.985
Potato Chips,2020,June,5.087
Potato Chips,2020,July,5.104
Potato Chips,2020,August,5.07
Potato Chips,2020,September,5.024
Potato Chips,2020,October,5.039
Potato Chips,2020,November,5.085
Potato Chips,2020,December,5.077
Potato Chips,2021,January,4.942
Potato Chips,2021,Febuary,5.046
Potato Chips,2021,March,5.043
Potato Chips,2021,April,5.092
Potato Chips,2021,May,4.929
Potato Chips,2021,June,5.02
Potato Chips,2021,July,5.003
Potato Chips,2021,August,5.111
Potato Chips,2021,September,5.058
Potato Chips,2021,October,5.273
Potato Chips,2021,November,5.246
Potato Chips,2021,December,5.15
Potato Chips,2022,January,5.258
Potato Chips,2022,Febuary,5.363
Potato Chips,2022,March,5.487
Potato Chips,2022,April,5.601
Potato Chips,2022,May,5.619
Potato Chips,2022,June,5.766
Potato Chips,2022,July,5.894
Potato Chips,2022,August,5.941
Potato Chips,2022,September,6.058
Potato Chips,2022,October,6.402
Potato Chips,2022,November,6.253
Potato Chips,2022,December,6.283
Potato Chips,2023,January,6.238
Potato Chips,2023,Febuary,6.171
Potato Chips,2023,March,6.526
Potato Chips,2023,April,6.623
Potato Chips,2023,May,6.454
Potato Chips,2023,June,6.283
Potato Chips,2023,July,6.476
Potato Chips,2023,August,6.463
Potato Chips,2023,September,6.562
Potato Chips,2023,October,6.682
Potato Chips,2023,November,6.459
Potato Chips,2023,December,6.408
Potato Chips,2024,January,6.389
Potato Chips,2024,Febuary,6.41
Potato Chips,2024,March,6.572
Potato Chips,2024,April,6.504
Potato Chips,2024,May,6.629
Potato Chips,2024,June,6.566
Potato Chips,2024,July,6.323
Potato Chips,2024,August,6.246
Potato Chips,2024,September,6.466
Potato Chips,2024,October,6.517
Potato Chips,2024,November,None
Potato Chips,2024,December,None
Malt beverages,2005,January,1.074
Malt beverages,2005,Febuary,1.083
Malt beverages,2005,March,1.096
Malt beverages,2005,April,1.086
Malt beverages,2005,May,1.086
Malt beverages,2005,June,1.088
Malt beverages,2005,July,1.077
Malt beverages,2005,August,1.083
Malt beverages,2005,September,1.081
Malt beverages,2005,October,1.092
Malt beverages,2005,November,1.102
Malt beverages,2005,December,1.086
Malt beverages,2006,January,1.106
Malt beverages,2006,Febuary,1.098
Malt beverages,2006,March,1.126
Malt beverages,2006,April,1.112
Malt beverages,2006,May,1.119
Malt beverages,2006,June,1.094
Malt beverages,2006,July,1.154
Malt beverages,2006,August,1.083
Malt beverages,2006,September,1.155
Malt beverages,2006,October,1.094
Malt beverages,2006,November,1.119
Malt beverages,2006,December,1.08
Malt beverages,2007,January,1.134
Malt beverages,2007,Febuary,1.099
Malt beverages,2007,March,1.158
Malt beverages,2007,April,1.11
Malt beverages,2007,May,1.144
Malt beverages,2007,June,1.111
Malt beverages,2007,July,1.133
Malt beverages,2007,August,1.103
Malt beverages,2007,September,1.139
Malt beverages,2007,October,1.111
Malt beverages,2007,November,1.141
Malt beverages,2007,December,1.096
Malt beverages,2008,January,1.157
Malt beverages,2008,Febuary,1.119
Malt beverages,2008,March,1.169
Malt beverages,2008,April,1.124
Malt beverages,2008,May,1.162
Malt beverages,2008,June,1.151
Malt beverages,2008,July,1.177
Malt beverages,2008,August,1.15
Malt beverages,2008,September,1.189
Malt beverages,2008,October,1.171
Malt beverages,2008,November,1.183
Malt beverages,2008,December,1.186
Malt beverages,2009,January,1.189
Malt beverages,2009,Febuary,1.202
Malt beverages,2009,March,1.194
Malt beverages,2009,April,1.194
Malt beverages,2009,May,1.189
Malt beverages,2009,June,1.198
Malt beverages,2009,July,1.197
Malt beverages,2009,August,1.209
Malt beverages,2009,September,1.178
Malt beverages,2009,October,1.235
Malt beverages,2009,November,1.232
Malt beverages,2009,December,1.255
Malt beverages,2010,January,1.231
Malt beverages,2010,Febuary,1.265
Malt beverages,2010,March,1.218
Malt beverages,2010,April,1.249
Malt beverages,2010,May,1.215
Malt beverages,2010,June,1.262
Malt beverages,2010,July,1.182
Malt beverages,2010,August,1.261
Malt beverages,2010,September,1.174
Malt beverages,2010,October,1.27
Malt beverages,2010,November,1.182
Malt beverages,2010,December,1.282
Malt beverages,2011,January,1.183
Malt beverages,2011,Febuary,1.282
Malt beverages,2011,March,1.187
Malt beverages,2011,April,1.296
Malt beverages,2011,May,1.173
Malt beverages,2011,June,1.316
Malt beverages,2011,July,1.182
Malt beverages,2011,August,1.312
Malt beverages,2011,September,1.193
Malt beverages,2011,October,1.334
Malt beverages,2011,November,1.192
Malt beverages,2011,December,1.287
Malt beverages,2012,January,1.207
Malt beverages,2012,Febuary,1.3
Malt beverages,2012,March,1.213
Malt beverages,2012,April,1.287
Malt beverages,2012,May,1.206
Malt beverages,2012,June,1.281
Malt beverages,2012,July,1.195
Malt beverages,2012,August,1.288
Malt beverages,2012,September,1.204
Malt beverages,2012,October,1.295
Malt beverages,2012,November,1.252
Malt beverages,2012,December,1.305
Malt beverages,2013,January,1.259
Malt beverages,2013,Febuary,1.315
Malt beverages,2013,March,1.266
Malt beverages,2013,April,1.317
Malt beverages,2013,May,1.263
Malt beverages,2013,June,1.301
Malt beverages,2013,July,1.237
Malt beverages,2013,August,1.291
Malt beverages,2013,September,1.236
Malt beverages,2013,October,1.31
Malt beverages,2013,November,1.239
Malt beverages,2013,December,1.331
Malt beverages,2014,January,1.254
Malt beverages,2014,Febuary,1.333
Malt beverages,2014,March,1.247
Malt beverages,2014,April,1.331
Malt beverages,2014,May,1.239
Malt beverages,2014,June,1.342
Malt beverages,2014,July,1.191
Malt beverages,2014,August,1.345
Malt beverages,2014,September,1.189
Malt beverages,2014,October,1.336
Malt beverages,2014,November,1.235
Malt beverages,2014,December,1.349
Malt beverages,2015,January,1.295
Malt beverages,2015,Febuary,1.287
Malt beverages,2015,March,1.318
Malt beverages,2015,April,1.315
Malt beverages,2015,May,1.32
Malt beverages,2015,June,1.307
Malt beverages,2015,July,1.306
Malt beverages,2015,August,1.305
Malt beverages,2015,September,1.309
Malt beverages,2015,October,1.34
Malt beverages,2015,November,1.345
Malt beverages,2015,December,1.347
Malt beverages,2016,January,1.356
Malt beverages,2016,Febuary,1.353
Malt beverages,2016,March,1.363
Malt beverages,2016,April,1.365
Malt beverages,2016,May,1.351
Malt beverages,2016,June,1.35
Malt beverages,2016,July,1.347
Malt beverages,2016,August,1.346
Malt beverages,2016,September,1.347
Malt beverages,2016,October,1.355
Malt beverages,2016,November,1.354
Malt beverages,2016,December,1.358
Malt beverages,2017,January,1.363
Malt beverages,2017,Febuary,1.355
Malt beverages,2017,March,1.362
Malt beverages,2017,April,1.372
Malt beverages,2017,May,1.388
Malt beverages,2017,June,1.382
Malt beverages,2017,July,1.382
Malt beverages,2017,August,1.384
Malt beverages,2017,September,1.398
Malt beverages,2017,October,1.418
Malt beverages,2017,November,1.421
Malt beverages,2017,December,1.421
Malt beverages,2018,January,1.412
Malt beverages,2018,Febuary,1.414
Malt beverages,2018,March,1.418
Malt beverages,2018,April,1.419
Malt beverages,2018,May,1.404
Malt beverages,2018,June,1.401
Malt beverages,2018,July,1.39
Malt beverages,2018,August,1.387
Malt beverages,2018,September,1.4
Malt beverages,2018,October,1.425
Malt beverages,2018,November,1.446
Malt beverages,2018,December,1.444
Malt beverages,2019,January,1.45
Malt beverages,2019,Febuary,1.451
Malt beverages,2019,March,1.443
Malt beverages,2019,April,1.439
Malt beverages,2019,May,1.442
Malt beverages,2019,June,1.433
Malt beverages,2019,July,1.437
Malt beverages,2019,August,1.429
Malt beverages,2019,September,1.44
Malt beverages,2019,October,1.437
Malt beverages,2019,November,1.418
Malt beverages,2019,December,1.422
Malt beverages,2020,January,1.439
Malt beverages,2020,Febuary,1.447
Malt beverages,2020,March,1.472
Malt beverages,2020,April,1.502
Malt beverages,2020,May,1.494
Malt beverages,2020,June,1.484
Malt beverages,2020,July,1.487
Malt beverages,2020,August,1.482
Malt beverages,2020,September,1.485
Malt beverages,2020,October,1.492
Malt beverages,2020,November,1.509
Malt beverages,2020,December,1.506
Malt beverages,2021,January,1.494
Malt beverages,2021,Febuary,1.498
Malt beverages,2021,March,1.498
Malt beverages,2021,April,1.49
Malt beverages,2021,May,1.506
Malt beverages,2021,June,1.532
Malt beverages,2021,July,1.54
Malt beverages,2021,August,1.534
Malt beverages,2021,September,1.549
Malt beverages,2021,October,1.551
Malt beverages,2021,November,1.57
Malt beverages,2021,December,1.566
Malt beverages,2022,January,1.58
Malt beverages,2022,Febuary,1.618
Malt beverages,2022,March,1.626
Malt beverages,2022,April,1.619
Malt beverages,2022,May,1.63
Malt beverages,2022,June,1.66
Malt beverages,2022,July,1.669
Malt beverages,2022,August,1.681
Malt beverages,2022,September,1.655
Malt beverages,2022,October,1.691
Malt beverages,2022,November,1.719
Malt beverages,2022,December,1.736
Malt beverages,2023,January,1.739
Malt beverages,2023,Febuary,1.741
Malt beverages,2023,March,1.745
Malt beverages,2023,April,1.746
Malt beverages,2023,May,1.754
Malt beverages,2023,June,1.738
Malt beverages,2023,July,1.731
Malt beverages,2023,August,1.734
Malt beverages,2023,September,1.742
Malt beverages,2023,October,1.754
Malt beverages,2023,November,1.745
Malt beverages,2023,December,1.749
Malt beverages,2024,January,1.762
Malt beverages,2024,Febuary,1.772
Malt beverages,2024,March,1.767
Malt beverages,2024,April,1.776
Malt beverages,2024,May,1.775
Malt beverages,2024,June,1.772
Malt beverages,2024,July,1.778
Malt beverages,2024,August,1.792
Malt beverages,2024,September,1.795
Malt beverages,2024,October,1.745
Malt beverages,2024,November,None
Malt beverages,2024,December,None
Wine,2005,January,7.206
Wine,2005,Febuary,7.812
Wine,2005,March,7.166
Wine,2005,April,7.858
Wine,2005,May,7.188
Wine,2005,June,8.378
Wine,2005,July,7.178
Wine,2005,August,8.543
Wine,2005,September,7.271
Wine,2005,October,8.575
Wine,2005,November,7.6
Wine,2005,December,8.443
Wine,2006,January,7.613
Wine,2006,Febuary,8.514
Wine,2006,March,7.625
Wine,2006,April,7.935
Wine,2006,May,7.348
Wine,2006,June,7.998
Wine,2006,July,7.349
Wine,2006,August,7.969
Wine,2006,September,7.444
Wine,2006,October,8.013
Wine,2006,November,7.667
Wine,2006,December,9.292
Wine,2007,January,7.56
Wine,2007,Febuary,9.394
Wine,2007,March,7.723
Wine,2007,April,9.529
Wine,2007,May,7.34
Wine,2007,June,9.406
Wine,2007,July,7.179
Wine,2007,August,9.528
Wine,2007,September,7.399
Wine,2007,October,9.538
Wine,2007,November,7.978
Wine,2007,December,10.035
Wine,2008,January,8.152
Wine,2008,Febuary,9.998
Wine,2008,March,8.204
Wine,2008,April,9.809
Wine,2008,May,8.119
Wine,2008,June,10.926
Wine,2008,July,8.551
Wine,2008,August,10.817
Wine,2008,September,8.691
Wine,2008,October,10.845
Wine,2008,November,8.315
Wine,2008,December,11.018
Wine,2009,January,8.627
Wine,2009,Febuary,10.578
Wine,2009,March,8.436
Wine,2009,April,10.856
Wine,2009,May,8.527
Wine,2009,June,11.786
Wine,2009,July,8.757
Wine,2009,August,12.25
Wine,2009,September,8.907
Wine,2009,October,12.179
Wine,2009,November,8.529
Wine,2009,December,11.462
Wine,2010,January,8.564
Wine,2010,Febuary,11.331
Wine,2010,March,8.53
Wine,2010,April,10.919
Wine,2010,May,8.359
Wine,2010,June,10.992
Wine,2010,July,8.418
Wine,2010,August,11.189
Wine,2010,September,8.304
Wine,2010,October,10.382
Wine,2010,November,7.821
Wine,2010,December,11.005
Wine,2011,January,7.972
Wine,2011,Febuary,11.23
Wine,2011,March,8.043
Wine,2011,April,11.019
Wine,2011,May,8.395
Wine,2011,June,11.928
Wine,2011,July,8.742
Wine,2011,August,11.691
Wine,2011,September,9.233
Wine,2011,October,11.278
Wine,2011,November,8.567
Wine,2011,December,11.032
Wine,2012,January,8.469
Wine,2012,Febuary,11.222
Wine,2012,March,8.599
Wine,2012,April,11.181
Wine,2012,May,8.854
Wine,2012,June,12.188
Wine,2012,July,9.014
Wine,2012,August,11.764
Wine,2012,September,9.006
Wine,2012,October,11.796
Wine,2012,November,9.751
Wine,2012,December,11.459
Wine,2013,January,9.822
Wine,2013,Febuary,11.534
Wine,2013,March,9.933
Wine,2013,April,11.624
Wine,2013,May,10.015
Wine,2013,June,11.2
Wine,2013,July,9.898
Wine,2013,August,11.257
Wine,2013,September,9.891
Wine,2013,October,11.05
Wine,2013,November,10.511
Wine,2013,December,11.906
Wine,2014,January,10.622
Wine,2014,Febuary,12.152
Wine,2014,March,10.747
Wine,2014,April,12.303
Wine,2014,May,10.996
Wine,2014,June,12.082
Wine,2014,July,10.961
Wine,2014,August,12.402
Wine,2014,September,10.757
Wine,2014,October,12.283
Wine,2014,November,10.694
Wine,2014,December,14.42
Wine,2015,January,12.912
Wine,2015,Febuary,12.37
Wine,2015,March,12.37
Wine,2015,April,12.335
Wine,2015,May,12.044
Wine,2015,June,12.021
Wine,2015,July,12.016
Wine,2015,August,12.009
Wine,2015,September,11.965
Wine,2015,October,12.416
Wine,2015,November,12.389
Wine,2015,December,12.179
Wine,2016,January,12.18
Wine,2016,Febuary,12.233
Wine,2016,March,12.211
Wine,2016,April,12.375
Wine,2016,May,12.031
Wine,2016,June,12.511
Wine,2016,July,12.393
Wine,2016,August,12.4
Wine,2016,September,12.53
Wine,2016,October,12.498
Wine,2016,November,12.294
Wine,2016,December,12.355
Wine,2017,January,12.391
Wine,2017,Febuary,12.363
Wine,2017,March,12.531
Wine,2017,April,12.52
Wine,2017,May,12.403
Wine,2017,June,12.385
Wine,2017,July,12.511
Wine,2017,August,12.712
Wine,2017,September,12.827
Wine,2017,October,13.235
Wine,2017,November,13.059
Wine,2017,December,12.925
Wine,2018,January,12.74
Wine,2018,Febuary,12.553
Wine,2018,March,12.6
Wine,2018,April,12.673
Wine,2018,May,12.417
Wine,2018,June,12.382
Wine,2018,July,12.328
Wine,2018,August,12.289
Wine,2018,September,12.595
Wine,2018,October,12.793
Wine,2018,November,12.085
Wine,2018,December,12.054
Wine,2019,January,12.008
Wine,2019,Febuary,12.196
Wine,2019,March,11.989
Wine,2019,April,11.875
Wine,2019,May,12.048
Wine,2019,June,11.952
Wine,2019,July,11.995
Wine,2019,August,12.148
Wine,2019,September,12.096
Wine,2019,October,12.119
Wine,2019,November,12.203
Wine,2019,December,12.044
Wine,2020,January,12.056
Wine,2020,Febuary,12.233
Wine,2020,March,12.346
Wine,2020,April,12.294
Wine,2020,May,12.547
Wine,2020,June,12.176
Wine,2020,July,12.405
Wine,2020,August,12.409
Wine,2020,September,12.371
Wine,2020,October,12.535
Wine,2020,November,12.784
Wine,2020,December,12.861
Wine,2021,January,12.885
Wine,2021,Febuary,13.115
Wine,2021,March,13.276
Wine,2021,April,13.629
Wine,2021,May,13.519
Wine,2021,June,13.257
Wine,2021,July,13.104
Wine,2021,August,12.926
Wine,2021,September,13.042
Wine,2021,October,12.941
Wine,2021,November,13.348
Wine,2021,December,13.194
Wine,2022,January,13.397
Wine,2022,Febuary,13.488
Wine,2022,March,13.498
Wine,2022,April,13.589
Wine,2022,May,13.308
Wine,2022,June,13.2
Wine,2022,July,13.337
Wine,2022,August,13.422
Wine,2022,September,13.518
Wine,2022,October,13.624
Wine,2022,November,13.701
Wine,2022,December,13.658
Wine,2023,January,13.36
Wine,2023,Febuary,13.213
Wine,2023,March,13.249
Wine,2023,April,13.302
Wine,2023,May,13.406
Wine,2023,June,13.345
Wine,2023,July,13.423
Wine,2023,August,13.629
Wine,2023,September,13.678
Wine,2023,October,13.509
Wine,2023,November,13.327
Wine,2023,December,13.319
Wine,2024,January,13.345
Wine,2024,Febuary,13.391
Wine,2024,March,13.308
Wine,2024,April,13.662
Wine,2024,May,13.861
Wine,2024,June,13.876
Wine,2024,July,13.918
Wine,2024,August,13.958
Wine,2024,September,13.957
Wine,2024,October,13.768
Wine,2024,November,None
Wine,2024,December,None
