VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
KNDCC3LG0K,Thurston,Tumwater,WA,98512,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,2713693,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
7SAYGAEE9P,Thurston,Lacey,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,244598763,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011622
KNDJP3AE3G,Thurston,Olympia,WA,98512,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,35,2492941,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011821
1V2BMPE84R,Thurston,Lacey,WA,98513,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,269624078,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
5UXTA6C00P,Thurston,Lacey,WA,98516,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,22,230299212,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
JHMZC5F1XJ,Thurston,Olympia,WA,98502,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,35,215504810,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1N4AZ0CP6D,Thurston,Olympia,WA,98506,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,105626741,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
5YJSA1E2XH,Thurston,Olympia,WA,98501,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,220481446,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011626
JTMEB3FV9R,Thurston,Olympia,WA,98516,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,260179636,POINT (-122.75103 47.08149),NO KNOWN ELECTRIC UTILITY SERVICE,53067012221
5YJ3E1EB8N,Thurston,Olympia,WA,98502,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,203847668,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1G1FZ6S08P,Thurston,Tumwater,WA,98512,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,241319928,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
JTMCB3FVXR,Thurston,Olympia,WA,98506,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,269304808,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
KNDC3DLC2P,Thurston,Olympia,WA,98506,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,233541115,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
2C4RC1N74M,Thurston,Tumwater,WA,98501,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,227241773,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011821
WBY1Z4C55E,Thurston,Olympia,WA,98501,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,22,249085434,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
1G1FZ6S05N,Thurston,Olympia,WA,98502,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,211436347,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
7SAYGDEE9P,Thurston,Olympia,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,249585367,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012420
1G1FW6S00H,Thurston,Olympia,WA,98502,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,118265073,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1V2WNPE83P,Thurston,Tenino,WA,98589,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,260801481,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610
1G1RA6E48E,Thurston,Olympia,WA,98512,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,35,243931026,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
JTMAB3FVXM,Thurston,Lacey,WA,98503,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,251007690,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011422
1G1FX6S09H,Thurston,Lacey,WA,98503,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,348582447,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011422
5YJ3E1EA7P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228709561,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
7SAYGAEE5N,Thurston,Lacey,WA,98503,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,256110816,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
7SAYGDEEXP,Thurston,Lacey,WA,98516,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,255074865,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
7SAYGDEE7N,Thurston,Olympia,WA,98513,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,183086830,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
5YJ3E1EB7L,Thurston,Olympia,WA,98516,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,123283555,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
1C4JJXP67N,Thurston,Rainier,WA,98576,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,214737750,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
1V2CMPE80P,Thurston,Olympia,WA,98506,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,232975613,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJ3E1EB7K,Thurston,Lacey,WA,98513,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,22,167286346,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
7SAYGDEE1R,Thurston,Olympia,WA,98501,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,271967916,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7SAYGDEE4P,Thurston,Olympia,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,237764635,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
1C4JJXP67N,Thurston,Olympia,WA,98502,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,211526661,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5YM23CS03R,Thurston,Tumwater,WA,98512,2024,BMW,XM,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,0,22,261969095,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
7SAYGDEE3P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,260463808,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1G1FY6S05P,Thurston,Lacey,WA,98503,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,255301273,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
2C4RC1S76M,Thurston,Olympia,WA,98513,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,2,196695607,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
5YJ3E1EA7P,Thurston,Olympia,WA,98513,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,257691388,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012330
KNDC3DLC1N,Thurston,Tumwater,WA,98501,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,194182985,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
7SAYGDEF1N,Thurston,Tumwater,WA,98501,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,232796637,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
5YJ3E1EB3M,Thurston,Olympia,WA,98506,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,179241758,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
1C4JJXP69N,Thurston,Lacey,WA,98513,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,203860828,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
1G1RA6E44E,Thurston,Olympia,WA,98501,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,22,246834437,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
5YJYGDEE7M,Thurston,Olympia,WA,98513,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,256201116,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012420
5YJSA1E50P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,261083483,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5YJSA1E2XH,Thurston,Olympia,WA,98513,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,2,282542620,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012320
7SAYGDEE0P,Thurston,Olympia,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,257530248,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
1G1FZ6S02K,Thurston,Olympia,WA,98502,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,35,297328223,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5YJ3E1EA1M,Thurston,Tumwater,WA,98501,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,166415609,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
7SAXCDE50N,Thurston,Olympia,WA,98502,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,213642838,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5YJYGDEE8M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,262772317,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
KNDCM3LD8J,Thurston,Lacey,WA,98513,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,196357990,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011622
JHMZC5F15J,Thurston,Rochester,WA,98579,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,35,314354274,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012720
KNDCR3L18R,Thurston,Olympia,WA,98502,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,270199954,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5UX43EU05R,Thurston,Lacey,WA,98516,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,22,260582395,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
1G1RA6E48C,Thurston,Olympia,WA,98506,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,875101,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJYGDEE5M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,132998855,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
JN1DF0BB8R,Thurston,Olympia,WA,98502,2024,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,269252329,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5YJ3E1EB9R,Thurston,Lacey,WA,98516,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,263073296,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
WMEEJ9AA3D,Thurston,Olympia,WA,98513,2013,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,0,2,170506367,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
7FCTGBAA0P,Thurston,Olympia,WA,98513,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,260345536,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
1N4AZ1CP1J,Thurston,Olympia,WA,98502,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,474158926,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EAXJ,Thurston,Olympia,WA,98501,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,162260283,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
1G1FZ6S0XM,Thurston,Olympia,WA,98512,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,156604647,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
WAUUPBFF7G,Thurston,Olympia,WA,98502,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,35,173707439,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1N4AZ0CP5E,Thurston,Lacey,WA,98503,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,236231999,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
5YJSA1H22F,Thurston,Olympia,WA,98506,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,22,180874515,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
1G1RD6E44D,Thurston,Olympia,WA,98516,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,2,220820428,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012320
1G1FY6S04L,Thurston,Yelm,WA,98597,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,2,149000001,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421
5YJYGAEEXM,Thurston,Lacey,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,171342937,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
1N4AZ0CP2D,Thurston,Tumwater,WA,98501,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,35,263476622,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
1G1FX6S07J,Thurston,Olympia,WA,98502,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,271592387,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
5YJ3E1EB1R,Thurston,Olympia,WA,98516,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,269038353,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
JTMCB3FV3M,Thurston,Olympia,WA,98502,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,182358361,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1V25MPE81R,Thurston,Olympia,WA,98512,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,269880880,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
JTMFB3FV7N,Thurston,Olympia,WA,98506,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,219051080,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
JTDKARFP8J,Thurston,Olympia,WA,98502,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,168473210,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
7SAXCDE50R,Thurston,Olympia,WA,98506,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,267990250,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
7SAYGDEE3R,Thurston,Olympia,WA,98506,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,266824197,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
KNDC3DLC6N,Thurston,Olympia,WA,98502,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,195048255,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EA9P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,260447162,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
7SAYGDEE1N,Thurston,Olympia,WA,98516,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,186375381,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EB2M,Thurston,Olympia,WA,98516,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,178915362,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
YV4H60CL1N,Thurston,Olympia,WA,98506,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,258938683,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
5YJ3E1EA4P,Thurston,Lacey,WA,98503,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,245518248,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011422
1N4BZ0CP0G,Thurston,Olympia,WA,98513,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,2,143988834,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012420
7SAYGAEE6P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,240545945,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
7SAYGDEF3P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,224757046,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
YV4BR0CL6K,Thurston,Olympia,WA,98502,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,22,233580224,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1G1FZ6S07M,Thurston,Olympia,WA,98503,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,168539794,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011627
1V2DNPE86P,Thurston,Tumwater,WA,98501,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,245834690,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
1N4AZ1BV0S,Thurston,Olympia,WA,98502,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,271608025,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
3FMTK4SE1M,Thurston,Olympia,WA,98513,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,180275112,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
5YJ3E1EA3M,Thurston,Olympia,WA,98506,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,141170893,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
